analysis,condition,network,network_frequency_hz,delta_mean_R_mean,delta_mean_R_sd,delta_mean_R_sem,delta_mean_R_ci95_low,delta_mean_R_ci95_high,delta_mean_R_ci95_halfwidth,delta_mean_R_ci_method,n_blocks,delta_lock_fraction_R_ge_0_55_mean,delta_strong_lock_fraction_R_ge_0_70_mean,coupling_multiplier,forcing_multiplier,coupling_strength_K_cycles_per_s,jitter_level,forcing_strength_cycles_per_s,natural_frequency_sd_hz
frequency_dispersion_scan,NEAR_DETUNED,network_33_80Hz,33.8,0.007287857076362143,0.02239020932356445,0.004570382339736617,-0.002166699133258828,0.016742413285983113,0.009454556209620971,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,NEAR_DETUNED,network_7_83Hz,7.83,-0.00306410872494374,0.008689400151152158,0.001773716378432151,-0.006733320609912322,0.0006051031600248424,0.0036692118849685823,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_10_00Hz,10.0,-0.003341938147228033,0.013980598510549901,0.0028537777207968138,-0.009245427147798689,0.002561550853342623,0.005903489000570656,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_14_30Hz,14.3,-0.004967015518142821,0.010662293456557278,0.002176431538031771,-0.00946930718284828,-0.00046472385343736267,0.0045022916647054585,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_20_80Hz,20.8,0.00791972740397924,0.028111350366137412,0.005738205364803145,-0.003950654794068198,0.01979010960202668,0.011870382198047438,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_27_30Hz,27.3,-0.007076521803310014,0.022530284011230757,0.0045989749656251315,-0.016590226366077123,0.0024371827594570966,0.00951370456276711,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_33_80Hz,33.8,0.012057340520715762,0.026659737932463866,0.0054418962175714885,0.0007999204951258682,0.023314760546305657,0.011257420025589894,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_7_83Hz,7.83,-0.002235066536676239,0.013439200334377776,0.002743265280855552,-0.007909943137316425,0.0034398100639639476,0.005674876600640187,student_t,24,,,,,,,,0.3
frequency_dispersion_scan,CLEAN_MATCHED,network_10_00Hz,10.0,0.11356259543197156,0.05740784081637883,0.011718326436254119,0.08932139026823975,0.13780380059570338,0.02424120516373181,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,CLEAN_MATCHED,network_14_30Hz,14.3,0.11752323330739238,0.06503012638551257,0.013274218962767231,0.09006341922769509,0.14498304738708967,0.027459814079697283,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,CLEAN_MATCHED,network_20_80Hz,20.8,0.11768573421036162,0.07055883608505363,0.014402762104421539,0.08789135077199493,0.14748011764872831,0.029794383438366687,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,CLEAN_MATCHED,network_27_30Hz,27.3,0.1193330560230091,0.06202607209005706,0.012661018947477062,0.09314174282165091,0.1455243692243673,0.026191313201358195,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,CLEAN_MATCHED,network_33_80Hz,33.8,0.10674862559444113,0.06843886058839581,0.01397002391825362,0.07784942929820965,0.13564782189067262,0.02889919629623149,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,CLEAN_MATCHED,network_7_83Hz,7.83,0.09068877990712927,0.07012117398995499,0.014313424703359112,0.06107920496336543,0.12029835485089312,0.02960957494376384,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,FAR_DETUNED,network_10_00Hz,10.0,-5.1691174236158606e-05,0.0014660334207575285,0.00029925281889357514,-0.0006707427954797061,0.0005673604470073889,0.0006190516212435475,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,FAR_DETUNED,network_14_30Hz,14.3,-0.0005513900720854394,0.00242957759768347,0.0004959354504017879,-0.0015773107158356964,0.0004745305716648177,0.0010259206437502571,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,FAR_DETUNED,network_20_80Hz,20.8,-2.92136496469024e-05,0.001268238273253386,0.00025887805347826824,-0.0005647437051451914,0.0005063164058513866,0.000535530055498289,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,FAR_DETUNED,network_27_30Hz,27.3,0.00022276146755803236,0.002540913917682725,0.0005186618815549047,-0.0008501723809547844,0.001295695316070849,0.0010729338485128167,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,FAR_DETUNED,network_33_80Hz,33.8,0.0004938980736712614,0.0015705563665432826,0.0003205884758592157,-0.0001692897167275486,0.0011570858640700713,0.00066318779039881,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,FAR_DETUNED,network_7_83Hz,7.83,0.0007259436576293824,0.002668340553116817,0.0005446727345926696,-0.0004007977399734982,0.001852685055232263,0.0011267413976028806,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_10_00Hz,10.0,0.019072250725057208,0.016554275041168846,0.003379127242712889,0.012081993437844853,0.026062508012269562,0.0069902572872123534,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_14_30Hz,14.3,0.013501274929288473,0.017352554402279823,0.0035420753349559592,0.006173933830954228,0.020828616027622718,0.0073273410983342455,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,0.00829397621999166,0.015913400723746602,0.0032483093204679755,0.0015743364232104545,0.015013616016772865,0.006719639796781206,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,0.00545017964511882,0.015461754982884155,0.003156117519666786,-0.001078746881316769,0.01197910617155441,0.006528926526435589,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,0.005191921001295582,0.019124240147884067,0.003903719173397023,-0.0028835373756909265,0.01326737937828209,0.008075458376986509,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,0.024177622672080522,0.02274676106109101,0.004643163158390187,0.014572507868059316,0.03378273747610173,0.009605114804021207,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,4.7119197172548526e-05,0.008716354047387399,0.0017792183194618395,-0.003633474319979176,0.003727712714324273,0.0036805935171517245,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,-0.0007413436933613049,0.010151748373387911,0.0020722169593274586,-0.005028051076713473,0.0035453636899908628,0.0042867073833521676,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,-0.0010578728922884563,0.013615302186672541,0.002779211920928981,-0.006807110783485536,0.004691364998908623,0.00574923789119708,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_27_30Hz,27.3,0.0006257495605466642,0.006730759976688994,0.0013739106270029362,-0.0022164011140385666,0.003467900235131895,0.002842150674585231,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_33_80Hz,33.8,0.0009017510117016875,0.009267582209444444,0.0018917372968695026,-0.003011605744380968,0.004815107767784343,0.0039133567560826555,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_7_83Hz,7.83,0.00010565369356430622,0.008851291638755041,0.0018067623399594152,-0.0036319189712112664,0.0038432263583398785,0.0037375726647755725,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_10_00Hz,10.0,0.08604567035353126,0.032023604774769426,0.0065367909518950105,0.07252328800317527,0.09956805270388726,0.01352238235035599,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_14_30Hz,14.3,0.058723262577802395,0.025564391352680994,0.00521830953324059,0.04792836684834197,0.06951815830726281,0.01079489572946042,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_20_80Hz,20.8,0.05793961642870806,0.036520840652526504,0.007454785381348549,0.04251821791554072,0.07336101494187541,0.015421398513167347,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_27_30Hz,27.3,0.03657992307266986,0.029707077951499194,0.006063931894188132,0.02403572421069478,0.04912412193464494,0.012544198861975078,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_33_80Hz,33.8,0.028256440078237938,0.02219804643352815,0.00453115725406266,0.018883027140615738,0.03762985301586014,0.0093734129376222,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_7_83Hz,7.83,0.08834621969392,0.05964172856826457,0.012174316864151878,0.06316172646123924,0.11353071292660075,0.02518449323268075,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,NEAR_DETUNED,network_10_00Hz,10.0,0.0017585162402067543,0.0043100178032113795,0.0008797787000149301,-6.144466306370801e-05,0.0035784771434772167,0.0018199609032704624,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,NEAR_DETUNED,network_14_30Hz,14.3,0.0023836190788470942,0.004991583879243936,0.0010189027927041574,0.0002758580624424166,0.004491380095251771,0.0021077610164046776,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,NEAR_DETUNED,network_20_80Hz,20.8,0.0038927766312418393,0.006426510861533848,0.0013118060364343204,0.0011790990905783346,0.006606454171905344,0.0027136775406635047,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,NEAR_DETUNED,network_27_30Hz,27.3,0.0034693398133404402,0.004382856588379242,0.0008946468547770523,0.0016186217885684256,0.005320057838112455,0.0018507180247720146,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,NEAR_DETUNED,network_33_80Hz,33.8,0.0029442104689798732,0.005904443235585985,0.0012052394285344493,0.00045098275276497964,0.005437438185194767,0.0024932277162148936,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,NEAR_DETUNED,network_7_83Hz,7.83,0.004022841139160172,0.007786180295452888,0.001589347397431029,0.000735025549864766,0.007310656728455578,0.0032878155892954062,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_10_00Hz,10.0,0.0001338175262404831,0.015324439714229589,0.0031280881578253797,-0.006337125847506691,0.006604760899987657,0.006470943373747174,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_14_30Hz,14.3,0.004768827880995569,0.01323351433574669,0.0027012798021988052,-0.0008191951396942518,0.01035685090168539,0.005588023020689821,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_20_80Hz,20.8,0.004864801910179143,0.01750876441447735,0.0035739615701724493,-0.0025285008913033067,0.012258104711661593,0.00739330280148245,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_27_30Hz,27.3,0.003572734752020794,0.0138834256789832,0.0028339423996134945,-0.002289721760428882,0.009435191264470469,0.005862456512449676,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_33_80Hz,33.8,0.0031828312170217965,0.008590803150344679,0.001753590349919892,-0.0004447468058973907,0.006810409239940984,0.003627578022919187,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_7_83Hz,7.83,0.0052301045957729225,0.016270259965970944,0.0033211529082551343,-0.0016402236432544173,0.012100432834800261,0.00687032823902734,student_t,24,,,,,,,,0.75
frequency_dispersion_scan,CLEAN_MATCHED,network_10_00Hz,10.0,0.06110793450870552,0.028533162430364894,0.005824307391862096,0.049059436697110076,0.07315643232030096,0.012048497811595444,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,CLEAN_MATCHED,network_14_30Hz,14.3,0.05558692782681437,0.03795322619529727,0.007747169855909208,0.03956068594517874,0.07161316970845,0.016026241881635626,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,CLEAN_MATCHED,network_20_80Hz,20.8,0.07432899234644812,0.0582980759977678,0.011900044931710535,0.049711873834136486,0.09894611085875975,0.024617118512311627,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,CLEAN_MATCHED,network_27_30Hz,27.3,0.07378973232486047,0.0443613762872275,0.00905522801594239,0.055057565975601463,0.09252189867411947,0.01873216634925901,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,CLEAN_MATCHED,network_33_80Hz,33.8,0.06572291137825137,0.05726990706962026,0.011690170828098388,0.04153995052760689,0.08990587222889584,0.024182960850644482,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,CLEAN_MATCHED,network_7_83Hz,7.83,0.054613798033585674,0.047305687553029344,0.009656233036370938,0.034638358074917094,0.07458923799225425,0.01997543995866858,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,FAR_DETUNED,network_10_00Hz,10.0,0.00013088856530610085,0.0006221659700094815,0.00012699909682058097,-0.0001318290828481396,0.0003936062134603413,0.00026271764815424044,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,FAR_DETUNED,network_14_30Hz,14.3,0.0002686705572432727,0.000874125078891652,0.00017843003455455319,-0.00010044009166533752,0.0006377812061518829,0.00036911064890861024,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,FAR_DETUNED,network_20_80Hz,20.8,0.0003353415879439441,0.0005649262314453693,0.00011531508411288231,9.679416159771737e-05,0.0005738890142901708,0.00023854742634622672,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,FAR_DETUNED,network_27_30Hz,27.3,0.0005037128372365271,0.0012278323602148535,0.000250630231016962,-1.4755297557795654e-05,0.0010221809720308498,0.0005184681347943227,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,FAR_DETUNED,network_33_80Hz,33.8,0.00011028080792131918,0.0007507358789363836,0.00015324331958283213,-0.00020672715137958495,0.0004272887672222233,0.00031700795930090413,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,FAR_DETUNED,network_7_83Hz,7.83,9.047790827441139e-05,0.0009190607332733573,0.00018760248659565625,-0.0002976074033552304,0.00047856321990405324,0.00038808531162964183,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_10_00Hz,10.0,0.014545897374855567,0.01883638107918391,0.0038449601870513433,0.006591991222153558,0.022499803527557576,0.00795390615270201,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_14_30Hz,14.3,0.006714186402752391,0.012813282895175193,0.0026155004185925653,0.001303611556776673,0.012124761248728109,0.005410574845975718,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,0.011247839942082815,0.010497652013765731,0.0021428242442521946,0.0068150702614200665,0.015680609622745565,0.004432769680662749,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,0.009050470476060129,0.014245690763682959,0.0029078894503752058,0.0030350428342841946,0.015065898117836062,0.006015427641775934,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,0.0028596641748892104,0.011294849650741968,0.0023055515304808848,-0.0019097325448533568,0.0076290608946317775,0.004769396719742567,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,0.017798501676382198,0.01708837886531305,0.0034881507292814306,0.010582712123965412,0.025014291228798984,0.007215789552416786,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,-0.0018645146163408406,0.0064428563792299,0.0013151425512624008,-0.00458509426379573,0.0008560650311140484,0.002720579647454889,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,0.0007141989840911793,0.005161570463933893,0.0010536011590048901,-0.0014653410718306168,0.0028937390400129753,0.002179540055921796,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,0.0012801550297807107,0.009406623197790585,0.0019201189197678617,-0.002691913586506679,0.0052522236460681,0.00397206861628739,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_27_30Hz,27.3,-0.0013203173438969724,0.008620809117705007,0.0017597152923591764,-0.0049605657756065635,0.002319931087812619,0.0036402484317095913,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_33_80Hz,33.8,-0.00035673808435005526,0.00582187760980974,0.0011883857907473336,-0.002815101394493386,0.0021016252257932753,0.0024583633101433306,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_7_83Hz,7.83,-0.00013771564996665174,0.0047355512004245166,0.0009666403409887017,-0.0021373635478909936,0.0018619322479576901,0.001999647897924342,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_10_00Hz,10.0,0.04916701133684246,0.024778258316311284,0.00505784079915304,0.038704070475386564,0.05962995219829836,0.010462940861455898,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_14_30Hz,14.3,0.043295865807533584,0.022690990818433017,0.004631779105278246,0.03371430071161981,0.05287743090344736,0.009581565095913775,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_20_80Hz,20.8,0.04456510216193371,0.017697411513025386,0.003612468997914051,0.037092140676995934,0.05203806364687149,0.007472961484937776,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_27_30Hz,27.3,0.030931336621657368,0.014631666946512878,0.002986676508775247,0.02475292553191966,0.03710974771139508,0.0061784110897377086,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_33_80Hz,33.8,0.020885805398148743,0.016108142120010695,0.0032880607415216563,0.01408393352167987,0.027687677274617618,0.006801871876468875,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_7_83Hz,7.83,0.05066159035824258,0.031933831851506514,0.006518466130668996,0.037177115788775354,0.0641460649277098,0.013484474569467227,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,NEAR_DETUNED,network_10_00Hz,10.0,0.004140827295919396,0.0027365362031733617,0.0005585931133689978,0.002985289400820949,0.005296365191017844,0.0011555378950984477,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,NEAR_DETUNED,network_14_30Hz,14.3,0.0029969111767497738,0.004870364697559721,0.0009941590308571529,0.0009403365316002989,0.005053485821899248,0.002056574645149475,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,NEAR_DETUNED,network_20_80Hz,20.8,0.004814954429412206,0.00267777336531929,0.0005465981993206328,0.003684229904546231,0.005945678954278181,0.0011307245248659752,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,NEAR_DETUNED,network_27_30Hz,27.3,0.006005728650453544,0.006058169980451242,0.0012366187689293571,0.003447587822920795,0.008563869477986295,0.0025581408275327493,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,NEAR_DETUNED,network_33_80Hz,33.8,0.0026727069519179403,0.004833042448337673,0.000986540658636569,0.000631892110441581,0.0047135217933943,0.0020408148414763592,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,NEAR_DETUNED,network_7_83Hz,7.83,0.0041858639059185925,0.004525164246584656,0.0009236952838681903,0.002275054627236477,0.006096673184600708,0.0019108092786821154,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_10_00Hz,10.0,-0.0010143840406982487,0.010314867191779653,0.002105513448702916,-0.005369970460197193,0.0033412023788006954,0.004355586419498944,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_14_30Hz,14.3,0.0023650085730898573,0.008082556421249006,0.0016498449207763128,-0.0010479556782852745,0.005777972824464989,0.0034129642513751317,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_20_80Hz,20.8,0.0037952595368536744,0.009615292121525535,0.0019627132854617255,-0.00026492223818729834,0.007855441311894647,0.004060181775040973,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_27_30Hz,27.3,0.006898612840330002,0.012679965649075607,0.002588287149687812,0.0015443329301784827,0.012252892750481522,0.005354279910151519,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_33_80Hz,33.8,0.00018061730811228145,0.010308351538537283,0.002104183446554189,-0.004172217792319825,0.004533452408544388,0.004352835100432106,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,SHARED_IRREGULAR_FORCING,network_7_83Hz,7.83,0.0024435261854901225,0.007225691888561865,0.0014749381804619918,-0.0006076159064202008,0.005494668277400446,0.0030511420919103233,student_t,24,,,,,,,,0.9
frequency_dispersion_scan,CLEAN_MATCHED,network_10_00Hz,10.0,0.030867222995780107,0.019910545690711063,0.004064223120217713,0.022459736907700683,0.039274709083859535,0.008407486088079424,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,CLEAN_MATCHED,network_14_30Hz,14.3,0.027025735410235934,0.025786528866867057,0.005263653163447766,0.016137039235063412,0.037914431585408456,0.01088869617517252,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,CLEAN_MATCHED,network_20_80Hz,20.8,0.03170082199553579,0.02727314729765175,0.005567107879917727,0.020184381911720128,0.04321726207935145,0.011516440083815662,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,CLEAN_MATCHED,network_27_30Hz,27.3,0.028944541046888404,0.023958325610048594,0.004890472736339464,0.018827827402312904,0.039061254691463904,0.010116713644575502,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,CLEAN_MATCHED,network_33_80Hz,33.8,0.029482676695829685,0.024110866711533903,0.0049216100582928895,0.019301550593227162,0.03966380279843221,0.010181126102602524,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,CLEAN_MATCHED,network_7_83Hz,7.83,0.021938836222718947,0.025176684705974048,0.005139169245380795,0.011307654652030446,0.03257001779340745,0.010631181570688502,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,FAR_DETUNED,network_10_00Hz,10.0,0.0003567959413690875,0.000233777314952524,4.7719594589300005e-05,0.00025808043885582033,0.0004555114438823546,9.871550251326711e-05,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,FAR_DETUNED,network_14_30Hz,14.3,0.00021257865997081614,0.0003005995934618739,6.135963507247113e-05,8.564658390561316e-05,0.00033951073603601914,0.00012693207606520297,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,FAR_DETUNED,network_20_80Hz,20.8,0.0003551238166144728,0.00042704671904882877,8.717054649994298e-05,0.00017479780219297822,0.0005354498310359674,0.0001803260144214946,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,FAR_DETUNED,network_27_30Hz,27.3,0.0002949752307283976,0.0002047287303505931,4.179007708723341e-05,0.0002085258697218935,0.0003814245917349017,8.644936100650411e-05,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,FAR_DETUNED,network_33_80Hz,33.8,0.00032167955055555954,0.0001600968476950625,3.267963219008136e-05,0.0002540765807198524,0.00038928252039126666,6.760296983570713e-05,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,FAR_DETUNED,network_7_83Hz,7.83,0.00014693980546368,0.0008823032206446695,0.00018009939074947344,-0.00022562416984205224,0.0005195037807694123,0.00037256397530573224,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_10_00Hz,10.0,0.009005327857109792,0.009113827726477558,0.0018603522944583095,0.005156895925118071,0.012853759789101513,0.003848431931991721,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_14_30Hz,14.3,0.0069461325340121165,0.009072941987179952,0.0018520065278720098,0.0031149651355839255,0.010777299932440308,0.003831167398428191,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_20_80Hz,20.8,0.004572805904163895,0.00779536832899297,0.0015912228969237603,0.001281110548569513,0.007864501259758277,0.003291695355594382,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_27_30Hz,27.3,0.0036893800723672775,0.008811080986152558,0.0017985543748677152,-3.1213122955296106e-05,0.0074099732676898514,0.0037205931953225736,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_33_80Hz,33.8,0.001847855260103972,0.004410332668649803,0.0009002553861766046,-1.4464895831000583e-05,0.0037101754160389446,0.0018623201559349726,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,HIGH_JITTER_MATCHED,network_7_83Hz,7.83,0.014648720630350567,0.011192400786729093,0.002284639243684274,0.009922584271841076,0.01937485698886006,0.004726136358509493,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_10_00Hz,10.0,0.000734506283393436,0.0036673694350704915,0.0007485986511834757,-0.0008140880135266956,0.0022831005803135677,0.0015485942969201316,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_14_30Hz,14.3,0.000609937399014829,0.0032080967494194025,0.0006548500067965735,-0.0007447230512278685,0.0019645978492575265,0.0013546604502426974,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_20_80Hz,20.8,-0.0005391564326548045,0.004478788897622791,0.0009142289554015171,-0.00243038311891161,0.0013520702536020009,0.0018912266862568055,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_27_30Hz,27.3,0.000591115080268183,0.004558120484019635,0.000930422447664666,-0.0013336103969980471,0.0025158405575344133,0.0019247254772662302,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_33_80Hz,33.8,-0.000786497297888779,0.0034791560929705234,0.0007101797636060745,-0.002255616070638086,0.000682621474860528,0.001469118772749307,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,INDEPENDENT_IRREGULAR_FORCING,network_7_83Hz,7.83,0.0007093739997518054,0.003080155435531523,0.0006287340954593599,-0.0005912615717501359,0.0020100095712537467,0.0013006355715019413,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_10_00Hz,10.0,0.029622877699172573,0.014097376792482512,0.002877614987777961,0.023670077554849775,0.03557567784349537,0.005952800144322797,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_14_30Hz,14.3,0.01979244524211402,0.01468185729932747,0.0029969215716424144,0.013592840625106923,0.025992049859121114,0.0061996046170070965,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_20_80Hz,20.8,0.023063153329095965,0.015191772323509347,0.00310100754009446,0.01664823048131271,0.029478076176879222,0.006414922847783258,student_t,24,,,,,,,,1.2
frequency_dispersion_scan,LOW_JITTER_MATCHED,network_27_30Hz,27.3,0.012228940020781063,0.01290968282873856,0.0026351779726316027,0.006777659052888059,0.01768022098867407,0.005451280967893005,student_t,24,,,,,,,,1.2
